6.900000	nan
6.950000	nan
7.000000	nan
7.050000	nan
7.100000	nan
7.150000	nan
7.200000	nan
7.250000	nan
7.300000	nan
7.350000	nan
7.400000	nan
7.450000	nan
7.500000	nan
7.550000	nan
7.600000	nan
7.650000	nan
7.700000	nan
7.750000	nan
7.800000	nan
7.850000	nan
7.900000	nan
7.950000	nan
8.000000	nan
8.050000	nan
8.100000	nan
8.150000	nan
8.200000	nan
8.250000	nan
8.300000	nan
8.350000	nan
8.400000	nan
8.450000	nan
8.500000	nan
8.550000	nan
8.600000	nan
8.650000	nan
8.700000	nan
8.750000	nan
8.800000	nan
8.850000	nan
8.900000	nan
8.950000	nan
9.000000	nan
9.050000	nan
9.100000	nan
9.150000	nan
9.200000	nan
9.250000	nan
9.300000	nan
9.350000	nan
9.400000	nan
9.450000	nan
9.500000	nan
9.550000	nan
9.600000	nan
9.650000	nan
9.700000	nan
9.750000	nan
9.800000	nan
9.850000	nan
9.900000	nan
9.950000	nan
10.000000	nan
10.050000	nan
10.100000	nan
10.150000	nan
10.200000	nan
10.250000	nan
10.300000	nan
10.350000	nan
10.400000	nan
10.450000	nan
10.500000	nan
10.550000	nan
10.600000	nan
10.650000	nan
10.700000	nan
10.750000	nan
10.800000	nan
10.850000	nan
10.900000	nan
10.950000	nan
11.000000	nan
11.050000	nan
11.100000	nan
11.150000	nan
11.200000	nan
11.250000	nan
11.300000	nan
11.350000	nan
11.400000	nan
11.450000	nan
11.500000	nan
11.550000	nan
11.600000	nan
11.650000	nan
11.700000	nan
11.750000	nan
11.800000	nan
11.850000	nan
11.900000	nan
11.950000	nan
12.000000	nan
12.050000	nan
12.100000	nan
12.150000	nan
12.200000	nan
12.250000	nan
12.300000	nan
12.350000	nan
12.400000	nan
12.450000	nan
12.500000	nan
12.550000	nan
12.600000	nan
12.650000	nan
12.700000	nan
12.750000	nan
12.800000	nan
12.850000	nan
12.900000	nan
12.950000	nan
13.000000	nan
13.050000	nan
13.100000	nan
13.150000	nan
13.200000	nan
13.250000	nan
13.300000	nan
13.350000	nan
13.400000	nan
13.450000	nan
13.500000	nan
13.550000	nan
13.600000	nan
13.650000	nan
13.700000	nan
13.750000	nan
13.800000	nan
13.850000	nan
13.900000	nan
13.950000	nan
14.000000	nan
14.050000	nan
14.100000	nan
14.150000	nan
14.200000	nan
14.250000	nan
14.300000	nan
14.350000	nan
14.400000	nan
14.450000	nan
14.500000	nan
14.550000	nan
14.600000	nan
14.650000	nan
14.700000	nan
14.750000	nan
14.800000	nan
14.850000	nan
14.900000	nan
14.950000	nan
15.000000	nan
15.050000	nan
15.100000	nan
15.150000	nan
15.200000	nan
15.250000	nan
15.300000	nan
15.350000	nan
15.400000	nan
15.450000	nan
15.500000	nan
15.550000	nan
15.600000	nan
15.650000	nan
15.700000	nan
15.750000	nan
15.800000	nan
15.850000	nan
15.900000	nan
15.950000	nan
16.000000	nan
16.050000	nan
16.100000	nan
16.150000	nan
16.200000	nan
16.250000	nan
16.300000	nan
16.350000	nan
16.400000	nan
16.450000	nan
16.500000	nan
16.550000	nan
16.600000	nan
16.650000	nan
16.700000	nan
16.750000	nan
16.800000	nan
16.850000	nan
16.900000	nan
16.950000	nan
17.000000	nan
17.050000	nan
17.100000	nan
17.150000	nan
17.200000	nan
17.250000	nan
17.300000	nan
17.350000	nan
17.400000	nan
17.450000	nan
17.500000	nan
17.550000	nan
17.600000	nan
17.650000	nan
17.700000	nan
17.750000	nan
17.800000	nan
17.850000	nan
17.900000	nan
17.950000	nan
18.000000	nan
18.050000	nan
18.100000	nan
18.150000	nan
18.200000	nan
18.250000	nan
18.300000	nan
18.350000	nan
18.400000	nan
18.450000	nan
18.500000	nan
18.550000	nan
18.600000	nan
18.650000	nan
18.700000	nan
18.750000	nan
18.800000	nan
18.850000	nan
18.900000	nan
18.950000	nan
19.000000	nan
19.050000	nan
19.100000	nan
19.150000	nan
19.200000	nan
19.250000	nan
19.300000	nan
19.350000	nan
19.400000	nan
19.450000	nan
19.500000	nan
19.550000	nan
19.600000	nan
19.650000	nan
19.700000	nan
19.750000	nan
19.800000	nan
19.850000	nan
19.900000	nan
19.950000	nan
20.000000	nan
